Tour;Tournament Year;Tournament #;Permanent Tournament #;Course #;Team ID;Team Number;Player Number;Player Name;Round Number;Event Name;Course Name;Course Par;Course Yardage;Tee Time;Round Score;End of Round Finish Pos. (numeric);End of Round Finish Pos. (text); End of Event Pos. (numeric);End of Event Pos. (text);In Playoff;Eagles;Eagles(Rank);Birdies;Birdies (Rank);Pars;Bogeys;Bogeys (Rank);Doubles;Others;Total Holes Over Par; Bogey Avoidance Rank;Longest Drive;Longest Drives(Rank);Driving Distance(Total Distance);Driving Distance(Total Drives);Driving Distance(Rank);Driving Dist. - All Drives(Tot. Dist.);Driving Dist. - All Drives(# of Drives);Driving Dist. - All Drives(Rank);Drives Over 300 Yards (# of Drives);Driving Acc. %(Fairways Hit);Driving Accuracy Rank;Left Rough Tendency(Total Left Rough);Right Rough Tendency(Total Right Rough);App.   50-75 yds(ft);App.   50-75 yds(attempts);App.   75-100 yds(ft);App.   75-100 yds(attempts);App.   100-125 yds(ft);App.   100-125 yds(attempts);Approaches   50-125 Yards(ft);Approaches   50-125 Yards(attempts);Approaches   125-150 Yards(ft);Approaches   125-150 Yards(attempts);Approaches   150-175 Yards(ft);Approaches   150-175 Yards(attempts);Approaches   175-200 Yards(ft);Approaches   175-200 Yards(attempts);Approaches   >200 Yards(ft);Approaches   >200 Yards(attempts);App.   50-75 yds(ft) - Rough;App.   50-75 yds(attempts) - Rough;App.   75-100 yds(ft) - Rough;App.   75-100 yds(attempts) - Rough;App.   100-125 yds(ft) - Rough;App.   100-125 yds(attempts) - Rough;Approaches   50-125 Yards(ft) - Rough;Approaches   50-125 Yards(attempts) - Rough;Approaches   125-150 Yards(ft) - Rough;Approaches   125-150 Yards(attempts) - Rough;Approaches   150-175 Yards(ft) - Rough;Approaches   150-175 Yards(attempts) - Rough;Approaches   175-200 Yards(ft) - Rough;Approaches   175-200 Yards(attempts) - Rough;Approaches   >200 Yards(ft) - Rough;Approaches   >200 Yards(attempts) - Rough;Total Holes Played;Total Greens in Regulation;GIR Rank;Total Distance(ft) Prox to Hole; # of Attempts Prox to Hole;Proximity to Hole (Rank);Fairway Prox(attempts);Fairway Prox(distance in ft);Fairway Prox (Rank);Rough Prox(attempts);Rough Prox(distance in ft);Rough Prox (Rank);Left Rough Prox(attempts);Left Rough Prox(distance in ft);Right Rough Prox(attempts);Right Rough Prox(distance in ft);Going for Green(attempts);Going for Green(non-attempts);Going for the Green(successes);Scrambling Par or Better;Scrambling Missed GIR;Scrambling (Rank);Scrambling Proximity (Total Distance);Scrambling Proximity (# of shots);Scrambling Proximity (rank);Scrambling from the Rough(successes);Scrambling from the Rough(attempts);Scrambling from the Fringe(successes);Scrambling from the Fringe(attempts);Scrambling   >30 Yards(successes); Scrambling   >30 Yards(attempts);Scrambling   20-30 Yards(successes); Scrambling   20-30 Yards(attempts);Scrambling   10-20 Yards(successes); Scrambling   10-20 Yards(attempts);Scrambling   < 10 Yards(successes); Scrambling   < 10 Yards(attempts);Sand Save %(# Saves);Sand Save %(# Bunkers);Sand Save (Rank);Prox to Hole from Sand(Total Distance); Prox to Hole from Sand(# of Shots);Total Hole Outs;Longest Hole Out(yards);Overall Putting Avg(# of Putts); Putting Avg(GIR Putts);One-Putt %(# of One Putts);3-Putt Avoid(Total 3 Putts);Approach Putt Performance(attempts);Approach Putt Performance(ft));Avg Distance of Putts Made(Total Distance of Putts);Putting   3'(attempts);Putting   3'(putts made);Putting   4'(attempts);Putting   4'(putts made);Putting   5'(attempts);Putting   5'(putts made);Putting   6'(attempts);Putting   6'(putts made);Putting   7'(attempts);Putting   7'(putts made);Putting   8'(attempts);Putting   8'(putts made);Putting   9'(attempts);Putting   9'(putts made);Putting   10'(attempts);Putting   10'(putts made);Putting Inside 5' (putts made);Putting Inside 5' (attempts);Putting Inside 5 Feet (Rank);Putting   5' - 10' (putts made);Putting   5' - 10' (attempts);Putting   5' - 10' (Rank);Putting   4'-8'(attempts);Putting   4'-8'(putts made);Putting   4' - 8' (Rank);Putting-Inside 10'(attempts);Putting-Inside 10'(putts made);Putting-Inside 10'(rank);Putting   10'-15'(attempts);Putting   10'-15'(putts made);Putting   10'-15'(rank);Putting   15-20'(attempts);Putting   15'-20'(putts made);Putting   15'-20'(rank);Putting   20'-25'(attempts);Putting   20'-25'(putts made);Putting   20'-25'(rank);Putting   >25'(attempts);Putting   >25'(putts made);Putting   >25'(rank);Putting   > 10' (putts made);Putting   > 10' (attempts);Putting   > 10' (rank);Total Putts Gained;
R;2011;410;060;688;  ;000;33141;Bradley, Keegan;01;TOUR Championship by Coca-Cola;East Lake GC;70;07319;12:25;064;001;   1;011; T11;;  00000000000;  2;          7;1;         10;          1;3;;;              1;003;00000000342;5;00000000574;00000000002;24;00000004217;00000000014;6;          6;00000000009;  5;00000000003;00000000001;          6.500;001;          7.500;001;         35.417;001;         49.417;00000000003;          4.250;001;         26.167;001;         31.333;002;        195.333;006;  ;;;;      5.000;          1;      5.000;          1;     49.083;          2;;;     31.417;          1;;;00000000018;  00000000014;4;        403.000;00000000018;  1;00000000013;    306.500;3;00000000004;     85.500;2;00000000003;     54.083;00000000001;     31.417;  00000000002;00000000000;00000000002;00000000004;00000000004;1;     13.583;          4;2;00000000002;00000000002;00000000000;00000000000;00000000000;00000000000;00000000001;00000000001;00000000002;00000000002;00000000001;00000000001;00000000002;00000000002;1;            4.000;00000000002;00000000001;00000000867;00000000028;00000000025;00000000007;00000000001;00000000010;     20.000;00000000687;00000000010;00000000010;00000000001;00000000001;  00000000003;00000000003;00000000002;00000000001;00000000001;00000000001;00000000001;00000000000;00000000000;00000000000;00000000000;00000000000;         14;         14;1;          4;            2;15;00000000007;00000000005;14;00000000018;00000000016;15;00000000002;00000000001;8;00000000003;00000000000;16;00000000002;00000000000;6;00000000003;00000000000;9;          1;         10;24;  .738-;
R;2011;410;060;688;  ;000;01810;Mickelson, Phil;02;TOUR Championship by Coca-Cola;East Lake GC;70;07319;13:25;070;015; T15;010;  10;;  00000000000;  2;          2;24;         14;          2;9;;;              2;007;00000000360;4;00000000583;00000000002;17;00000004169;00000000014;4;          6;00000000006;  18;00000000004;00000000002;         14.583;001;;000;;000;         14.583;00000000001;         54.500;003;         83.000;002;         26.750;001;        135.417;004;  ;;      7.000;          1;;;      7.000;          1;    111.667;          2;      2.667;          1;;;     92.250;          1;00000000018;  00000000014;5;        570.667;00000000018;  9;00000000011;    314.250;12;00000000005;    213.583;13;00000000004;    210.917;00000000001;      2.667;  00000000001;00000000001;00000000000;00000000002;00000000004;14;     22.250;          4;10;00000000002;00000000002;00000000000;00000000000;00000000000;00000000000;00000000000;00000000002;00000000001;00000000001;00000000001;00000000001;00000000000;00000000000;;  ;00000000000;00000000000;00000000000;00000000032;00000000026;00000000004;00000000000;00000000014;     31.167;00000000484;00000000015;00000000015;00000000002;00000000002;  00000000001;00000000001;00000000000;00000000000;00000000002;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;         18;         18;1;          2;  ;29;00000000003;00000000001;27;00000000020;00000000018;8;00000000004;00000000000;14;00000000003;00000000000;12;00000000001;00000000000;3;00000000004;00000000000;6;;         12;22; 2.483-;
R;2011;410;060;688;  ;000;02206;Toms, David;02;TOUR Championship by Coca-Cola;East Lake GC;70;07319;12:05;065;015; T15;016; T16;;  00000000000;  2;          5;7;         13;;1;;;;001;00000000309;68;00000000546;00000000002;28;00000003859;00000000014;29;          1;00000000011;  1;00000000001;00000000001;;000;         16.750;001;          9.583;001;         26.333;00000000002;;000;         29.500;002;         21.833;002;        385.417;008;       10.167;          1;;;;;     10.167;          1;     46.417;          1;     16.583;          1;;;;;00000000018;  00000000011;25;        542.417;00000000018;  7;00000000014;    463.083;23;00000000003;     73.167;5;00000000002;     56.583;00000000001;     16.583;  00000000001;00000000001;00000000000;00000000007;00000000007;1;     35.750;          7;7;00000000003;00000000003;00000000000;00000000000;00000000000;00000000000;00000000002;00000000002;00000000003;00000000003;00000000002;00000000002;00000000003;00000000003;1;           21.000;00000000003;00000000000;00000000000;00000000024;00000000017;00000000012;00000000000;00000000006;     10.083;00000001092;00000000008;00000000008;00000000002;00000000002;  00000000000;00000000000;00000000000;00000000000;00000000003;00000000003;00000000002;00000000002;00000000001;00000000000;00000000003;00000000002;         10;         10;1;          9;            7;9;00000000005;00000000005;1;00000000019;00000000017;9;00000000002;00000000000;14;00000000002;00000000001;3;00000000000;00000000000;;00000000001;00000000000;6;          1;          5;10;  2.916;
R;2011;410;060;688;  ;000;06527;Stricker, Steve;02;TOUR Championship by Coca-Cola;East Lake GC;70;07319;13:15;070;015; T15;015;  15;;  00000000000;  2;          4;10;         10;          4;25;;;              4;025;00000000310;60;00000000588;00000000002;16;00000004038;00000000014;16;          4;00000000002;  30;00000000006;00000000005;;000;;000;         10.250;001;         10.250;00000000001;;000;          1.667;001;         37.667;001;        180.000;003;  ;;     30.333;          1;     12.667;          1;     43.000;          2;    197.667;          3;     58.250;          1;    178.917;          2;    104.833;          2;00000000018;  00000000009;29;        853.000;00000000018;  30;00000000006;    229.583;28;00000000010;    582.667;22;00000000006;    321.833;00000000004;    260.833;  00000000001;00000000001;00000000000;00000000006;00000000009;10;     84.667;          7;22;00000000003;00000000005;00000000000;00000000000;00000000002;00000000004;00000000002;00000000002;00000000002;00000000003;00000000000;00000000000;00000000002;00000000002;1;            7.500;00000000002;00000000000;00000000000;00000000026;00000000015;00000000011;00000000001;00000000007;     21.917;00000001233;00000000009;00000000009;00000000002;00000000002;  00000000000;00000000000;00000000001;00000000001;00000000002;00000000002;00000000001;00000000001;00000000000;00000000000;00000000001;00000000000;         11;         11;1;          5;            4;7;00000000004;00000000004;1;00000000016;00000000015;7;00000000003;00000000002;2;00000000002;00000000000;12;00000000001;00000000000;3;00000000004;00000000001;4;          3;         10;4;  2.519;
R;2011;410;060;688;  ;000;06567;Singh, Vijay;02;TOUR Championship by Coca-Cola;East Lake GC;70;07319;11:55;067;022; T22;016; T16;;  00000000000;  2;          6;4;          9;          3;16;;;              3;013;00000000317;38;00000000605;00000000002;6;00000004018;00000000014;17;          4;00000000009;  8;00000000000;00000000005;;000;         14.750;001;;000;         14.750;00000000001;         76.917;004;;000;         74.417;002;        200.583;005;  ;;;;;;;;     13.417;          1;;;     63.000;          2;     18.083;          1;00000000018;  00000000012;16;        471.917;00000000018;  2;00000000012;    366.667;17;00000000005;     99.917;1;00000000000;;00000000005;     99.917;  00000000002;00000000000;00000000000;00000000003;00000000006;14;     19.167;          4;5;00000000001;00000000002;00000000001;00000000001;00000000001;00000000001;00000000001;00000000002;00000000001;00000000001;00000000000;00000000001;00000000001;00000000002;14;           10.167;00000000002;00000000000;00000000000;00000000026;00000000018;00000000010;00000000000;00000000008;     17.750;00000000964;00000000007;00000000007;00000000005;00000000004;  00000000000;00000000000;00000000004;00000000004;00000000001;00000000000;00000000000;00000000000;00000000001;00000000001;00000000001;00000000000;         12;         11;26;          7;            5;10;00000000005;00000000004;14;00000000019;00000000016;20;00000000003;00000000002;2;00000000001;00000000000;12;00000000000;00000000000;;00000000003;00000000000;6;          2;          7;6;   .824;
R;2011;410;060;688;  ;000;20645;Senden, John;02;TOUR Championship by Coca-Cola;East Lake GC;70;07319;11:55;071;028; T28;025;  25;;  00000000000;  2;          3;17;         12;          2;9;          1;;              3;013;00000000325;21;00000000597;00000000002;10;00000004074;00000000014;10;          3;00000000009;  8;00000000002;00000000003;;000;          6.000;001;         43.667;001;         49.667;00000000002;         69.583;004;         13.667;001;          9.500;001;        267.167;005;       18.333;          1;;;;;     18.333;          1;;;     40.833;          1;     90.500;          1;    126.500;          2;00000000018;  00000000012;16;        685.750;00000000018;  20;00000000013;    409.583;20;00000000005;    276.167;21;00000000003;    172.750;00000000002;    103.417;  00000000002;00000000000;00000000001;00000000003;00000000006;14;     39.417;          5;14;00000000001;00000000002;00000000000;00000000000;00000000001;00000000003;00000000001;00000000002;00000000001;00000000001;00000000000;00000000000;00000000000;00000000002;23;           21.083;00000000002;00000000000;00000000000;00000000031;00000000022;00000000006;00000000001;00000000012;     49.417;00000001217;00000000005;00000000005;00000000003;00000000003;  00000000006;00000000004;00000000002;00000000001;00000000001;00000000001;00000000000;00000000000;00000000000;00000000000;00000000002;00000000001;         14;         12;30;          5;            3;13;00000000009;00000000006;17;00000000019;00000000015;26;00000000006;00000000002;8;00000000002;00000000001;3;00000000001;00000000000;3;00000000003;00000000000;6;          3;         12;7;  .921-;
R;2011;410;060;688;  ;000;21731;Jacobson, Fredrik;02;TOUR Championship by Coca-Cola;East Lake GC;70;07319;12:45;067;010; T10;016; T16;;  00000000000;  2;          4;10;         13;          1;2;;;              1;002;00000000314;43;00000000570;00000000002;23;00000003943;00000000014;24;          2;00000000010;  3;00000000002;00000000002;          4.083;001;;000;         42.333;001;         46.417;00000000002;         66.833;004;;000;         78.417;003;        199.250;005;  ;;;;;;;;;;     27.833;          1;;;    360.083;          3;00000000018;  00000000014;5;        778.833;00000000018;  26;00000000014;    390.917;10;00000000004;    387.917;30;00000000002;    270.500;00000000002;    117.417;  00000000002;00000000000;00000000000;00000000003;00000000004;7;     26.750;          4;12;00000000001;00000000001;00000000000;00000000000;00000000000;00000000001;00000000001;00000000001;00000000001;00000000001;00000000001;00000000001;00000000002;00000000002;1;           10.583;00000000002;00000000000;00000000000;00000000029;00000000024;00000000007;00000000000;00000000011;     27.083;00000000783;00000000009;00000000009;00000000002;00000000002;  00000000004;00000000004;00000000001;00000000001;00000000000;00000000000;00000000001;00000000001;00000000001;00000000000;00000000001;00000000000;         15;         15;1;          4;            2;16;00000000006;00000000006;1;00000000019;00000000017;9;00000000003;00000000001;8;00000000002;00000000000;12;00000000000;00000000000;;00000000005;00000000000;6;          1;         10;16;   .312;
R;2011;410;060;688;  ;000;21878;Wilson, Mark;02;TOUR Championship by Coca-Cola;East Lake GC;70;07319;12:15;070;024; T24;026; T26;;  00000000000;  2;          3;17;         12;          3;16;;;              3;013;00000000307;84;00000000562;00000000002;24;00000003882;00000000014;28;          1;00000000010;  3;00000000001;00000000002;;000;;000;         56.250;002;         56.250;00000000002;         30.000;002;         84.417;003;        124.417;003;        163.417;005;  ;;;;     31.417;          1;     31.417;          1;;;;;;;     46.000;          1;00000000018;  00000000012;16;        578.833;00000000018;  11;00000000015;    458.500;17;00000000002;     77.417;12;00000000001;     46.000;00000000001;     31.417;  00000000001;00000000001;00000000001;00000000003;00000000006;14;     33.083;          6;9;00000000002;00000000003;00000000001;00000000001;00000000000;00000000000;00000000000;00000000000;00000000002;00000000003;00000000001;00000000003;00000000000;00000000002;23;            9.583;00000000002;00000000000;00000000000;00000000031;00000000022;00000000005;00000000000;00000000013;     34.833;00000000757;00000000008;00000000008;00000000004;00000000003;  00000000003;00000000003;00000000003;00000000002;00000000001;00000000001;00000000000;00000000000;00000000000;00000000000;00000000002;00000000001;         15;         14;24;          6;            4;11;00000000007;00000000006;11;00000000021;00000000018;16;00000000001;00000000000;14;00000000000;00000000000;;00000000001;00000000000;3;00000000008;00000000000;6;;         10;22;  .350-;
R;2011;410;060;688;  ;000;21961;Howell III, Charles;02;TOUR Championship by Coca-Cola;East Lake GC;70;07319;13:55;071;015; T15;006;  T6;;  00000000000;  2;          2;24;         13;          3;16;;;              3;013;00000000353;5;00000000596;00000000002;12;00000004059;00000000014;13;          4;00000000006;  18;00000000001;00000000004;;000;         11.750;001;;000;         11.750;00000000001;          6.750;002;;000;         79.333;002;        158.667;005;  ;;;;     20.833;          1;     20.833;          1;     12.583;          1;     67.750;          3;;;     85.167;          1;00000000018;  00000000013;9;        497.000;00000000018;  3;00000000010;    256.500;5;00000000006;    186.333;10;00000000002;    120.500;00000000004;     65.833;  00000000002;00000000000;00000000000;00000000002;00000000005;22;     28.750;          3;20;00000000000;00000000002;00000000000;00000000000;00000000000;00000000002;00000000001;00000000001;00000000000;00000000001;00000000001;00000000001;00000000000;00000000003;23;           32.333;00000000003;00000000000;00000000000;00000000031;00000000024;00000000005;00000000000;00000000013;     20.417;00000000550;00000000013;00000000012;00000000003;00000000003;  00000000003;00000000002;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;         19;         17;29;;  ;;00000000003;00000000002;17;00000000019;00000000017;9;00000000006;00000000001;13;00000000001;00000000000;12;00000000002;00000000000;3;00000000003;00000000000;6;          1;         12;18; 2.275-;
R;2011;410;060;688;  ;000;22046;Ogilvy, Geoff;02;TOUR Championship by Coca-Cola;East Lake GC;70;07319;13:05;068;010; T10;011; T11;;  00000000000;  2;          4;10;         12;          2;9;;;              2;007;00000000317;38;00000000604;00000000002;7;00000003995;00000000014;19;          3;00000000008;  14;00000000001;00000000002;;000;;000;         37.083;002;         37.083;00000000002;          6.333;001;         55.833;002;         18.333;002;        265.917;005;  ;;;;;;;;     31.917;          1;     56.000;          1;;;    111.583;          1;00000000018;  00000000012;16;        635.667;00000000018;  15;00000000012;    383.500;21;00000000003;    199.500;28;00000000001;    111.583;00000000002;     87.917;  00000000002;00000000000;00000000000;00000000005;00000000006;4;     28.000;          6;3;00000000001;00000000001;00000000001;00000000001;00000000000;00000000000;00000000001;00000000001;00000000003;00000000004;00000000001;00000000001;00000000002;00000000003;10;           17.083;00000000003;00000000000;00000000000;00000000028;00000000022;00000000007;00000000001;00000000010;     25.917;00000000821;00000000007;00000000007;00000000002;00000000002;  00000000002;00000000002;00000000003;00000000001;00000000003;00000000002;00000000003;00000000003;00000000000;00000000000;00000000001;00000000000;         11;         11;1;         10;            6;13;00000000011;00000000008;16;00000000021;00000000017;24;00000000001;00000000000;14;00000000003;00000000000;12;00000000000;00000000000;;00000000003;00000000000;6;;          7;22;  .819-;
R;2011;410;060;688;  ;000;22371;Baddeley, Aaron;02;TOUR Championship by Coca-Cola;East Lake GC;70;07319;13:35;069;010; T10;003;  T3;;  00000000000;  2;          7;2;          5;          6;29;;;              6;027;00000000341;11;00000000581;00000000002;18;00000004066;00000000014;12;          5;00000000005;  25;00000000003;00000000005;;000;;000;         12.500;002;         12.500;00000000002;         39.833;003;;000;         42.250;001;        174.333;004;  ;;;;     13.750;          1;     13.750;          1;     43.333;          2;     66.000;          1;    202.083;          2;    191.750;          2;00000000018;  00000000012;16;        785.833;00000000018;  27;00000000010;    268.917;7;00000000008;    516.917;26;00000000003;    109.333;00000000005;    407.583;  00000000002;00000000000;00000000001;00000000001;00000000006;30;     73.750;          5;26;00000000001;00000000003;00000000000;00000000000;00000000000;00000000002;00000000001;00000000003;00000000000;00000000001;00000000000;00000000000;00000000000;00000000002;23;           25.667;00000000002;00000000000;00000000000;00000000029;00000000019;00000000008;00000000001;00000000010;     25.417;00000001161;00000000008;00000000008;00000000001;00000000000;  00000000002;00000000002;00000000002;00000000002;00000000002;00000000002;00000000001;00000000000;00000000000;00000000000;00000000000;00000000000;         11;         10;27;          5;            4;7;00000000007;00000000006;11;00000000016;00000000014;15;00000000007;00000000004;4;00000000001;00000000000;12;00000000002;00000000000;3;00000000003;00000000000;6;          4;         13;3;  1.702;
R;2011;410;060;688;  ;000;22405;Rose, Justin;02;TOUR Championship by Coca-Cola;East Lake GC;70;07319;12:55;075;028; T28;020; T20;;  00000000000;  2;          3;17;          9;          4;25;          2;;              6;027;00000000311;56;00000000597;00000000002;10;00000003922;00000000014;26;          2;00000000005;  25;00000000003;00000000004;;000;;000;         36.167;001;         36.167;00000000001;;000;         69.083;002;         91.750;002;        192.083;005;  ;;     43.417;          1;;;     43.417;          1;     80.000;          3;;;     77.000;          3;;;00000000018;  00000000013;9;        592.250;00000000018;  12;00000000010;    389.083;29;00000000007;    200.417;8;00000000002;     74.500;00000000005;    125.917;  00000000002;00000000000;00000000001;00000000001;00000000005;29;     16.917;          2;19;00000000000;00000000002;00000000000;00000000000;00000000000;00000000003;00000000000;00000000000;00000000001;00000000002;00000000000;00000000000;00000000001;00000000002;14;           16.917;00000000002;00000000000;00000000000;00000000035;00000000026;00000000003;00000000002;00000000015;     43.750;00000000677;00000000012;00000000012;00000000003;00000000002;  00000000002;00000000002;00000000001;00000000000;00000000002;00000000001;00000000001;00000000000;00000000001;00000000000;00000000000;00000000000;         17;         16;19;          5;            1;28;00000000006;00000000003;25;00000000022;00000000017;28;00000000002;00000000000;14;00000000003;00000000001;9;00000000002;00000000000;3;00000000006;00000000000;6;          1;         13;21; 3.222-;
R;2011;410;060;688;  ;000;23108;Kuchar, Matt;02;TOUR Championship by Coca-Cola;East Lake GC;70;07319;13:35;070;010; T10;020; T20;;  00000000000;  2;          3;17;         12;          3;16;;;              3;013;00000000314;43;00000000576;00000000002;20;00000003921;00000000014;27;          1;00000000009;  8;00000000002;00000000002;;000;         10.917;001;         23.000;001;         33.917;00000000002;         36.167;002;         35.000;002;         43.333;002;        253.583;006;  ;;;;;;;;;;     32.750;          1;     83.083;          1;     41.250;          1;00000000018;  00000000013;9;        573.500;00000000018;  10;00000000014;    402.000;13;00000000003;    157.083;19;00000000001;     32.750;00000000002;    124.333;  00000000001;00000000001;00000000000;00000000002;00000000005;22;     66.333;          5;25;00000000000;00000000001;00000000001;00000000001;00000000000;00000000000;00000000001;00000000002;00000000000;00000000001;00000000001;00000000002;00000000001;00000000003;20;           58.333;00000000003;00000000000;00000000000;00000000031;00000000023;00000000005;00000000000;00000000013;     43.000;00000001078;00000000012;00000000012;00000000001;00000000001;  00000000001;00000000001;00000000000;00000000000;00000000000;00000000000;00000000002;00000000000;00000000001;00000000000;00000000001;00000000001;         14;         14;1;          4;            1;24;00000000003;00000000001;27;00000000018;00000000015;21;00000000005;00000000001;12;00000000002;00000000002;1;00000000000;00000000000;;00000000006;00000000000;6;          3;         13;8;   .223;
R;2011;410;060;688;  ;000;23623;Van Pelt, Bo;02;TOUR Championship by Coca-Cola;East Lake GC;70;07319;12:35;070;022; T22;009;   9;;  00000000000;  2;          2;24;         14;          2;9;;;              2;007;00000000318;31;00000000550;00000000002;27;00000004056;00000000014;15;          4;00000000010;  3;00000000000;00000000002;;000;          9.083;001;         15.417;001;         24.500;00000000002;         67.167;004;         28.833;001;         65.333;002;        224.750;005;  ;;;;;;;;;;;;     37.833;          1;     10.667;          1;00000000018;  00000000014;5;        540.833;00000000018;  6;00000000014;    410.583;15;00000000002;     48.500;4;00000000000;;00000000002;     48.500;  00000000002;00000000000;00000000001;00000000003;00000000004;7;     31.500;          4;14;00000000000;00000000001;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000002;00000000002;00000000001;00000000002;00000000001;00000000001;1;            5.250;00000000001;00000000000;00000000000;00000000033;00000000028;00000000004;00000000001;00000000014;     34.333;00000000531;00000000014;00000000014;00000000001;00000000001;  00000000001;00000000000;00000000004;00000000003;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000001;00000000000;         16;         15;20;          5;            3;13;00000000005;00000000003;22;00000000021;00000000018;16;00000000001;00000000000;14;00000000002;00000000000;12;00000000003;00000000000;3;00000000006;00000000000;6;;         12;22; 2.505-;
R;2011;410;060;688;  ;000;23983;Donald, Luke;02;TOUR Championship by Coca-Cola;East Lake GC;70;07319;14:05;068;003;  T3;003;  T3;;  00000000000;  2;          4;10;         12;          2;9;;;              2;007;00000000311;56;00000000589;00000000002;15;00000004016;00000000014;18;          4;00000000007;  16;00000000002;00000000004;;000;         13.250;001;;000;         13.250;00000000001;         60.833;004;;000;         38.833;001;        254.167;005;  ;;;;;;;;;;    130.667;          2;    155.667;          3;     76.333;          1;00000000018;  00000000010;27;        769.000;00000000018;  25;00000000011;    367.083;24;00000000006;    362.667;24;00000000002;    177.250;00000000004;    185.417;  00000000002;00000000000;00000000000;00000000006;00000000008;7;     35.083;          8;2;00000000003;00000000003;00000000001;00000000001;00000000001;00000000002;00000000001;00000000001;00000000003;00000000004;00000000001;00000000001;00000000003;00000000006;14;           40.583;00000000006;00000000000;00000000000;00000000026;00000000016;00000000010;00000000000;00000000008;     13.167;00000001211;00000000010;00000000010;00000000001;00000000001;  00000000001;00000000001;00000000002;00000000002;00000000001;00000000000;00000000001;00000000000;00000000002;00000000001;00000000000;00000000000;         12;         12;1;          6;            3;16;00000000005;00000000003;22;00000000018;00000000015;21;00000000001;00000000000;14;00000000003;00000000001;9;00000000003;00000000002;1;00000000001;00000000000;6;          3;          8;2;  1.765;
R;2011;410;060;688;  ;000;24357;Choi, K.J.;02;TOUR Championship by Coca-Cola;East Lake GC;70;07319;13:15;065;002;   2;003;  T3;;  00000000000;  2;          6;4;         11;          1;2;;;              1;002;00000000295;147;00000000562;00000000002;24;00000003823;00000000014;30;          0;00000000008;  14;00000000003;00000000003;;000;;000;         16.583;002;         16.583;00000000002;          6.250;001;         82.333;002;         40.750;002;        159.167;006;  ;;;;;;;;     25.583;          1;     14.583;          1;      7.833;          1;     79.833;          2;00000000018;  00000000015;1;        432.917;00000000018;  1;00000000013;    305.083;3;00000000005;    127.833;6;00000000003;    101.250;00000000002;     26.583;  00000000001;00000000001;00000000000;00000000002;00000000003;10;     23.500;          3;13;00000000002;00000000002;00000000000;00000000000;00000000000;00000000000;00000000000;00000000001;00000000001;00000000001;00000000001;00000000001;00000000001;00000000002;14;           21.000;00000000001;00000000001;00000000189;00000000028;00000000025;00000000006;00000000000;00000000011;     19.167;00000000642;00000000012;00000000012;00000000001;00000000001;  00000000000;00000000000;00000000000;00000000000;00000000001;00000000001;00000000002;00000000002;00000000001;00000000001;00000000000;00000000000;         13;         13;1;          4;            4;1;00000000003;00000000003;1;00000000017;00000000017;1;00000000003;00000000000;14;00000000002;00000000000;12;00000000001;00000000000;3;00000000005;00000000000;6;;         11;22;  1.064;
R;2011;410;060;688;  ;000;24502;Scott, Adam;02;TOUR Championship by Coca-Cola;East Lake GC;70;07319;13:45;065;001;   1;006;  T6;;  00000000000;  2;          8;1;          7;          3;16;;;              3;013;00000000318;31;00000000620;00000000002;5;00000004086;00000000014;9;          8;00000000009;  8;00000000003;00000000000;;000;;000;         14.917;001;         14.917;00000000001;          7.083;001;          6.750;001;         94.333;004;        272.750;006;  ;;;;     15.083;          1;     15.083;          1;     76.667;          2;;;;;;;00000000018;  00000000013;9;        529.000;00000000018;  5;00000000013;    395.833;16;00000000003;     91.750;9;00000000003;     91.750;00000000000;;  00000000002;00000000000;00000000001;00000000003;00000000005;12;     31.667;          5;11;00000000001;00000000002;00000000000;00000000000;00000000000;00000000000;00000000001;00000000002;00000000001;00000000001;00000000001;00000000002;00000000002;00000000003;10;           22.833;00000000003;00000000000;00000000000;00000000027;00000000020;00000000010;00000000001;00000000008;     17.583;00000001395;00000000007;00000000007;00000000003;00000000002;  00000000001;00000000001;00000000001;00000000001;00000000003;00000000002;00000000002;00000000002;00000000000;00000000000;00000000001;00000000001;         11;         10;27;          7;            6;5;00000000007;00000000006;11;00000000018;00000000016;12;00000000003;00000000000;14;00000000001;00000000001;1;00000000003;00000000000;3;00000000002;00000000001;1;          2;          9;9;  2.225;
